iter	Logloss
311	0.0438514947
312	0.04346365138
313	0.04319242055
314	0.04289630264
315	0.04271787697
316	0.04238254754
317	0.04227865149
318	0.04199535494
319	0.04170811231
320	0.04129294077
321	0.04105323716
322	0.04068237024
323	0.0404700563
324	0.04029596916
325	0.03995259686
326	0.03964458175
327	0.03963787193
328	0.03940816904
329	0.03903426332
330	0.03873135454
331	0.03841526423
332	0.03819921048
333	0.03794315245
334	0.03762926868
335	0.03723209092
336	0.03701671154
337	0.03689140307
338	0.03659032614
339	0.0363198394
340	0.03607953399
341	0.03576254486
342	0.03555137945
343	0.03530898437
344	0.03501780178
345	0.0348045388
346	0.03456797816
347	0.034407078
348	0.03417100851
349	0.03396346701
350	0.03377154659
351	0.03341717814
352	0.03324046363
353	0.03322659227
354	0.03299993654
355	0.03297970007
356	0.03297085003
357	0.03275118153
358	0.03249881006
359	0.03234158065
360	0.03213008086
361	0.03201225333
362	0.03182390338
363	0.03167133315
364	0.03146743543
365	0.03131302256
366	0.03107790802
367	0.03082747236
368	0.03067722251
369	0.0304698469
370	0.03018441049
371	0.03001041901
372	0.02976080569
373	0.02948191184
374	0.02947611847
375	0.02927290832
376	0.02902888331
377	0.02887246809
378	0.02861062837
379	0.0284617354
380	0.02829112632
381	0.02815726198
382	0.02799237135
383	0.0278536657
384	0.02762653372
385	0.02737761424
386	0.02722546661
387	0.02707591703
388	0.02702238668
389	0.02684991962
390	0.02672560223
391	0.02655591085
392	0.02642911274
393	0.0262367049
394	0.02609108354
395	0.02589882956
396	0.02569242955
397	0.02557121439
398	0.02546024859
399	0.02545317153
